303,304,305,306,307,308,309,310,311,312,313,304,305,306,307,308,309,310,311,312,313,304,305,306,307,308,309,310,311,314
403,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,414
503,505,505,505,505,505,505,505,1357,1358,1357,1358,1357,1358,505,505,1357,1358,505,505,1357,1358,505,505,1357,1358,1357,1358,505,514
603,505,505,505,505,505,505,505,1457,1458,1457,1458,1457,1458,505,505,1457,1458,505,505,1457,1458,505,505,1457,1458,1457,1458,505,614
403,505,445,446,1358,1357,1357,1358,1357,1358,1738,1739,1357,1358,1357,1358,1357,1358,505,505,1357,1358,1357,1358,1357,1358,1738,1739,505,414
503,505,545,546,1458,1457,1457,1458,1457,1458,1838,1839,1457,1458,1457,1458,1457,1458,505,505,1457,1458,1457,1458,1457,1458,1838,1839,505,514
603,505,505,505,505,505,1357,1358,1738,1739,1938,1939,1357,1358,1738,1739,1740,1741,505,505,1357,1358,1738,1739,1740,1741,1938,1939,505,614
403,505,505,505,505,505,1457,1458,1838,1839,2038,2039,1457,1458,1838,1839,1840,1841,505,505,1457,1458,1838,1839,1840,1841,2038,2039,505,414
503,505,1357,1358,1357,1358,1357,1358,1938,1939,1357,1358,1357,1358,1938,1939,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,505,514
603,505,1457,1458,1457,1458,1457,1458,2038,2039,1457,1458,1457,1458,2038,2039,1457,1458,1457,1458,1457,1458,1457,1458,1457,1458,1457,1458,505,614
403,505,1357,1358,1738,1739,1357,1358,505,505,1738,1739,1740,1741,505,505,1357,1358,1738,1739,1740,1741,1738,1739,1357,1358,1738,1739,505,414
503,505,1457,1458,1838,1839,1457,1458,505,505,1838,1839,1840,1841,505,505,1457,1458,1838,1839,1840,1841,1838,1839,1457,1458,1838,1839,505,514
603,505,1357,1358,1938,1939,1357,1358,505,505,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,1357,1358,505,505,1357,1358,1357,1358,505,614
403,505,1457,1458,2038,2039,1457,1458,505,505,1457,1458,1457,1458,1457,1458,1457,1458,1457,1458,1457,1458,505,505,1457,1458,1457,1458,505,414
503,505,1357,1358,505,505,1357,1358,505,505,1357,1358,1738,1739,1738,1739,1357,1358,1738,1739,1740,1741,505,505,1738,1739,1357,1358,505,514
603,505,1457,1458,505,505,1457,1458,505,505,1457,1458,1838,1839,1838,1839,1457,1458,1838,1839,1840,1841,505,505,1838,1839,1457,1458,505,614
403,505,1738,1739,505,505,1357,1358,1357,1358,1357,1358,1938,1939,1938,1939,1357,1358,1938,1939,1357,1358,1357,1358,1357,1358,1357,1358,505,414
503,505,1838,1839,505,505,1457,1458,1457,1458,1457,1458,2038,2039,2038,2039,1457,1458,2038,2039,1457,1458,1457,1458,1457,1458,1457,1458,505,514
603,505,1938,1939,1357,1358,1357,1358,1738,1739,1357,1358,505,505,1357,1358,1357,1358,505,505,1738,1739,1740,1741,1357,1358,1738,1739,505,614
403,505,2038,2039,1457,1458,1457,1458,1838,1839,1457,1458,505,505,1457,1458,1457,1458,505,505,1838,1839,1840,1841,1457,1458,1838,1839,505,414
503,505,1357,1358,1357,1358,1738,1739,1938,1939,1357,1358,505,505,1357,1358,1738,1739,505,505,1357,1358,1357,1358,1357,1358,1938,1939,505,514
603,505,1457,1458,1457,1458,1838,1839,2038,2039,1457,1458,505,505,1457,1458,1838,1839,505,505,1457,1458,1457,1458,1457,1458,2038,2039,505,614
403,505,1738,1739,1357,1358,1938,1939,505,505,1738,1739,505,505,1357,1358,1938,1939,505,505,1357,1358,1738,1739,1740,1741,505,505,505,414
503,505,1838,1839,1457,1458,2038,2039,505,505,1838,1839,505,505,1457,1458,2038,2039,505,505,1457,1458,1838,1839,1840,1841,505,505,505,514
603,505,1938,1939,1357,1358,1357,1358,1357,1358,1357,1358,505,505,1357,1358,1357,1358,505,505,1357,1358,1357,1358,1357,1358,449,450,505,614
403,505,2038,2039,1457,1458,1457,1458,1457,1458,1457,1458,505,505,1457,1458,1457,1458,505,505,1457,1458,1457,1458,1457,1458,549,550,505,414
503,505,1357,1358,1357,1358,1738,1739,1357,1358,1738,1739,505,505,1738,1739,1357,1358,505,505,1357,1358,1738,1739,1740,1741,505,505,505,514
603,505,1457,1458,1457,1458,1838,1839,1457,1458,1838,1839,505,505,1838,1839,1457,1458,505,505,1457,1458,1838,1839,1840,1841,505,505,505,614
403,505,1738,1739,1740,1741,1938,1939,1738,1739,1938,1939,505,505,1938,1939,1738,1739,505,505,1738,1739,1938,1939,1940,1941,505,505,505,414
103,704,705,706,707,704,705,706,707,704,705,706,707,704,705,706,707,704,705,706,707,704,705,706,707,704,705,706,707,114
